AccountDate,OrganizationName,DepartmentGroupName,ScenarioName,AccountCode,Amount,Date
2011-03-31,Southwest Division,Corporate,Actual,8010,220,00:00.0
2011-05-01,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-05-01,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-05-01,Northeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-01,Northwest Division,Corporate,Actual,6500,220,00:00.0
2011-05-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Northeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Southeast Division,Corporate,Actual,6620,220,00:00.0
2011-05-31,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-05-31,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-07-01,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-07-01,Northwest Division,Corporate,Actual,6840,220,00:00.0
2011-07-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-07-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-07-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-07-01,Southwest Division,Corporate,Actual,6700,220,00:00.0
2011-08-01,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-08-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-08-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-08-01,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-08-29,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-08-29,Northeast Division,Corporate,Actual,8010,220,00:00.0
2011-08-29,Northwest Division,Corporate,Actual,6220,220,00:00.0
2011-08-29,Northwest Division,Corporate,Actual,6850,220,00:00.0
2011-08-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-08-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-08-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-09-29,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-09-29,Northeast Division,Corporate,Budget,6400,220,00:00.0
2011-09-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-09-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-09-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-10-29,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-10-29,Northeast Division,Corporate,Budget,6400,220,00:00.0
2011-10-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-10-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-10-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-11-29,Canadian Division,Corporate,Budget,6400,220,00:00.0
2011-11-29,Northeast Division,Corporate,Budget,6400,220,00:00.0
2011-11-29,Northwest Division,Corporate,Actual,6230,220,00:00.0
2011-11-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-11-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2011-11-29,Southeast Division,Corporate,Budget,6400,220,00:00.0
2012-02-29,Northeast Division,Corporate,Actual,6230,220,00:00.0
2012-04-30,Northwest Division,Corporate,Actual,8000,220,00:00.0
2012-05-30,Northwest Division,Corporate,Actual,6840,220,00:00.0
2012-06-30,Northeast Division,Corporate,Actual,6610,220,00:00.0
2012-06-30,Northeast Division,Corporate,Actual,6840,220,00:00.0
2012-08-28,Southwest Division,Corporate,Actual,6230,220,00:00.0
2012-09-28,Northeast Division,Corporate,Actual,6230,220,00:00.0
2012-09-28,Northwest Division,Corporate,Actual,6230,220,00:00.0
2012-11-28,Northwest Division,Corporate,Actual,6840,220,00:00.0
2012-12-28,Southeast Division,Corporate,Actual,8000,220,00:00.0
2013-01-28,Southeast Division,Corporate,Actual,6220,220,00:00.0
2013-02-28,Central Division,Corporate,Actual,6850,220,00:00.0
2013-04-30,Southwest Division,Corporate,Actual,6860,220,00:00.0
2013-08-29,Southeast Division,Corporate,Actual,8000,220,00:00.0
2012-02-29,France,Corporate,Actual,6810,219.91,00:00.0
2012-04-30,France,Corporate,Actual,6040,219.91,00:00.0
2012-06-30,France,Corporate,Actual,6810,219.91,00:00.0
2012-09-28,France,Corporate,Actual,8030,219.91,00:00.0
2013-05-30,France,Corporate,Actual,6220,219.91,00:00.0
2013-05-30,France,Corporate,Actual,6500,219.91,00:00.0
2013-07-31,France,Corporate,Actual,6610,219.91,00:00.0
2013-07-31,France,Corporate,Actual,8030,219.91,00:00.0
2013-10-29,France,Corporate,Actual,6200,219.91,00:00.0
2013-10-29,France,Corporate,Actual,6400,219.91,00:00.0
2013-10-29,France,Corporate,Actual,6500,219.91,00:00.0
2013-10-29,France,Corporate,Actual,8010,219.91,00:00.0
2013-11-29,France,Corporate,Actual,6210,219.91,00:00.0
2010-12-29,Canadian Division,Corporate,Actual,6860,219.27,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,6220,219.27,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,6850,219.27,00:00.0
2011-03-31,Canadian Division,Corporate,Actual,6840,219.27,00:00.0
2012-06-30,Canadian Division,Corporate,Actual,8010,219.27,00:00.0
2012-07-31,Canadian Division,Corporate,Actual,8010,219.27,00:00.0
2012-09-28,Canadian Division,Corporate,Actual,6220,219.27,00:00.0
2012-10-28,Canadian Division,Corporate,Actual,8010,219.27,00:00.0
2013-03-30,Canadian Division,Corporate,Actual,8500,219.27,00:00.0
2013-06-30,Canadian Division,Corporate,Actual,6850,219.27,00:00.0
2013-07-31,Canadian Division,Corporate,Actual,6840,219.27,00:00.0
2013-09-29,Canadian Division,Corporate,Actual,6840,219.27,00:00.0
2013-11-29,Canadian Division,Corporate,Actual,6230,219.27,00:00.0
2010-12-29,Central Division,Corporate,Actual,8500,219,00:00.0
2011-01-29,Southeast Division,Corporate,Actual,6810,219,00:00.0
2011-07-01,Southeast Division,Corporate,Actual,6310,219,00:00.0
2012-01-29,Central Division,Corporate,Actual,6700,219,00:00.0
2012-02-29,Central Division,Corporate,Actual,6400,219,00:00.0
2012-06-30,Southeast Division,Corporate,Actual,6610,219,00:00.0
2012-07-31,Northwest Division,Corporate,Actual,6500,219,00:00.0
2012-08-28,Central Division,Corporate,Actual,6700,219,00:00.0
2012-12-28,Central Division,Corporate,Actual,6700,219,00:00.0
2012-12-28,Northwest Division,Corporate,Actual,6700,219,00:00.0
2012-03-30,France,Corporate,Actual,6820,218.85,00:00.0
2012-04-30,France,Corporate,Actual,6210,218.85,00:00.0
2013-02-28,France,Corporate,Actual,6500,218.85,00:00.0
2013-06-30,France,Corporate,Actual,6500,218.85,00:00.0
2013-06-30,France,Corporate,Actual,6700,218.85,00:00.0
2013-08-29,Australia,Corporate,Actual,6200,218.8,00:00.0
2010-12-29,Northwest Division,Corporate,Actual,8010,218,00:00.0
2010-12-29,Southeast Division,Corporate,Actual,6200,218,00:00.0
2010-12-29,Southeast Division,Corporate,Actual,8010,218,00:00.0
2011-01-29,Central Division,Corporate,Actual,6400,218,00:00.0
2011-01-29,Southeast Division,Corporate,Actual,8010,218,00:00.0
2011-03-31,Northeast Division,Corporate,Actual,6210,218,00:00.0
2011-05-01,Central Division,Corporate,Actual,8010,218,00:00.0
2011-05-01,Southeast Division,Corporate,Actual,6400,218,00:00.0
2011-05-01,Southwest Division,Corporate,Actual,6400,218,00:00.0
2011-05-31,Northeast Division,Corporate,Actual,8010,218,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,6500,218,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,6850,218,00:00.0
2011-08-01,Southeast Division,Corporate,Actual,6210,218,00:00.0
2011-08-01,Southwest Division,Corporate,Actual,6500,218,00:00.0
2011-08-29,Southeast Division,Corporate,Actual,6200,218,00:00.0
2011-10-29,Central Division,Corporate,Actual,6700,218,00:00.0
2011-10-29,Southeast Division,Corporate,Actual,6400,218,00:00.0
2011-10-29,Southwest Division,Corporate,Actual,6700,218,00:00.0
2012-01-29,Central Division,Corporate,Actual,8000,218,00:00.0
2012-01-29,Northwest Division,Corporate,Actual,6500,218,00:00.0
2012-01-29,Northwest Division,Corporate,Actual,8010,218,00:00.0
2012-02-29,Northwest Division,Corporate,Actual,6700,218,00:00.0
2012-02-29,Southwest Division,Corporate,Actual,6850,218,00:00.0
2012-03-30,Northeast Division,Corporate,Actual,6210,218,00:00.0
2012-05-30,Southeast Division,Corporate,Actual,8000,218,00:00.0
2012-06-30,Southeast Division,Corporate,Actual,6210,218,00:00.0
2012-06-30,Southeast Division,Corporate,Actual,8010,218,00:00.0
2012-06-30,Southwest Division,Corporate,Actual,8000,218,00:00.0
2012-07-31,Northwest Division,Corporate,Actual,6850,218,00:00.0
2012-07-31,Southeast Division,Corporate,Actual,6620,218,00:00.0
2012-08-28,Central Division,Corporate,Actual,8000,218,00:00.0
2012-10-28,Southeast Division,Corporate,Actual,6820,218,00:00.0
2013-01-28,Southeast Division,Corporate,Actual,8000,218,00:00.0
2013-01-28,Southwest Division,Corporate,Actual,8000,218,00:00.0
2013-03-30,Northeast Division,Corporate,Actual,6310,218,00:00.0
2013-03-30,Northeast Division,Corporate,Actual,8030,218,00:00.0
2013-03-30,Southwest Division,Corporate,Actual,6860,218,00:00.0
2013-06-30,Southeast Division,Corporate,Actual,8000,218,00:00.0
2013-07-31,Northeast Division,Corporate,Actual,8000,218,00:00.0
2011-12-29,France,Corporate,Actual,6500,217.78,00:00.0
2011-12-29,Germany,Corporate,Actual,8030,217.78,00:00.0
2013-02-28,France,Corporate,Actual,6220,217.78,00:00.0
2013-05-30,France,Corporate,Actual,8030,217.78,00:00.0
2013-05-30,Germany,Corporate,Actual,8030,217.78,00:00.0
2013-07-31,France,Corporate,Actual,6210,217.78,00:00.0
2013-08-29,France,Corporate,Actual,6220,217.78,00:00.0
2011-03-31,Canadian Division,Corporate,Actual,6700,217.75,00:00.0
2012-11-28,Canadian Division,Corporate,Actual,6700,217.75,00:00.0
2013-06-30,Canadian Division,Corporate,Actual,8500,217.75,00:00.0
2013-08-29,Canadian Division,Corporate,Actual,6840,217.75,00:00.0
2013-09-29,Canadian Division,Corporate,Actual,6840,217.75,00:00.0
2012-12-28,Australia,Corporate,Actual,6820,217.05,00:00.0
2013-09-29,Australia,Corporate,Actual,8010,217.05,00:00.0
2010-12-29,Northwest Division,Corporate,Actual,6840,217,00:00.0
2010-12-29,Southwest Division,Corporate,Actual,6220,217,00:00.0
2010-12-29,Southwest Division,Corporate,Actual,6500,217,00:00.0
2011-01-29,Northwest Division,Corporate,Actual,6840,217,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,6310,217,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,6220,217,00:00.0
2011-08-01,Southwest Division,Corporate,Actual,6220,217,00:00.0
2011-09-29,Northeast Division,Corporate,Actual,6200,217,00:00.0
2011-09-29,Northwest Division,Corporate,Actual,6840,217,00:00.0
2011-11-29,Southeast Division,Corporate,Actual,6820,217,00:00.0
2011-12-29,Northeast Division,Corporate,Actual,6850,217,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,6200,217,00:00.0
2013-03-30,Northeast Division,Corporate,Actual,6840,217,00:00.0
2013-06-30,France,Corporate,Actual,9520,217,00:00.0
2013-07-31,Central Division,Corporate,Actual,6860,217,00:00.0
2013-10-29,Northeast Division,Corporate,Actual,6500,217,00:00.0
2012-01-29,Germany,Corporate,Actual,6040,216.72,00:00.0
2012-04-30,Germany,Corporate,Actual,4130,216.72,00:00.0
2012-08-28,France,Corporate,Actual,8010,216.72,00:00.0
2012-11-28,Germany,Corporate,Actual,6020,216.72,00:00.0
2013-02-28,France,Corporate,Actual,6400,216.72,00:00.0
2013-02-28,Germany,Corporate,Actual,6220,216.72,00:00.0
2013-06-30,France,Corporate,Actual,6820,216.72,00:00.0
2013-06-30,Germany,Corporate,Actual,6700,216.72,00:00.0
2013-09-29,France,Corporate,Actual,6230,216.72,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,8010,216.24,00:00.0
2011-05-31,Canadian Division,Corporate,Actual,8000,216.24,00:00.0
2011-12-29,Canadian Division,Corporate,Actual,8010,216.24,00:00.0
2012-08-28,Canadian Division,Corporate,Actual,8010,216.24,00:00.0
2013-08-29,Canadian Division,Corporate,Actual,6850,216.24,00:00.0
2010-12-29,Southeast Division,Corporate,Actual,6210,216,00:00.0
2011-01-29,Central Division,Corporate,Actual,6850,216,00:00.0
2011-03-01,Northeast Division,Corporate,Actual,6820,216,00:00.0
2011-03-01,Southwest Division,Corporate,Actual,8000,216,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,6400,216,00:00.0
2011-05-01,Central Division,Corporate,Actual,6500,216,00:00.0
2011-05-31,Northwest Division,Corporate,Actual,6230,216,00:00.0
2011-05-31,Southeast Division,Corporate,Actual,8010,216,00:00.0
2011-08-01,Central Division,Corporate,Actual,6700,216,00:00.0
2011-08-29,Northwest Division,Corporate,Actual,6230,216,00:00.0
2011-10-29,Northwest Division,Corporate,Actual,8010,216,00:00.0
2011-11-29,Central Division,Corporate,Actual,8030,216,00:00.0
2011-12-29,Southeast Division,Corporate,Actual,6610,216,00:00.0
2012-03-30,Central Division,Corporate,Actual,6700,216,00:00.0
2012-03-30,Southeast Division,Corporate,Actual,6400,216,00:00.0
2012-05-30,Central Division,Corporate,Actual,8010,216,00:00.0
2012-05-30,Northwest Division,Corporate,Actual,6500,216,00:00.0
2012-05-30,Southeast Division,Corporate,Actual,8010,216,00:00.0
2012-07-31,Northeast Division,Corporate,Actual,6230,216,00:00.0
2012-09-28,Central Division,Corporate,Actual,8010,216,00:00.0
2012-09-28,Northeast Division,Corporate,Actual,6200,216,00:00.0
2012-09-28,Southeast Division,Corporate,Actual,8010,216,00:00.0
2012-10-28,Central Division,Corporate,Actual,6220,216,00:00.0
2012-10-28,Southwest Division,Corporate,Actual,6230,216,00:00.0
2012-12-28,Northwest Division,Corporate,Actual,6860,216,00:00.0
2013-02-28,Northeast Division,Corporate,Actual,8030,216,00:00.0
2013-11-29,Southwest Division,Corporate,Actual,8000,216,00:00.0
2012-01-29,France,Corporate,Actual,6040,215.66,00:00.0
2012-01-29,Germany,Corporate,Actual,6020,215.66,00:00.0
2012-07-31,Germany,Corporate,Actual,4130,215.66,00:00.0
2012-09-28,France,Corporate,Actual,6210,215.66,00:00.0
2013-04-30,France,Corporate,Actual,8030,215.66,00:00.0
2013-07-31,France,Corporate,Actual,6840,215.66,00:00.0
2013-10-29,Germany,Corporate,Actual,6610,215.66,00:00.0
2013-07-31,Australia,Corporate,Actual,6700,215.29,00:00.0
2011-03-31,Northwest Division,Corporate,Actual,6500,215,00:00.0
2011-03-31,Southwest Division,Corporate,Actual,6500,215,00:00.0
2011-08-01,Central Division,Corporate,Actual,6500,215,00:00.0
2011-08-01,Southwest Division,Corporate,Actual,6500,215,00:00.0
2011-08-29,Northeast Division,Corporate,Actual,6210,215,00:00.0
2011-08-29,Northeast Division,Corporate,Actual,8000,215,00:00.0
2011-08-29,Northwest Division,Corporate,Actual,8000,215,00:00.0
2011-08-29,Southeast Division,Corporate,Actual,6820,215,00:00.0
2011-09-29,Southeast Division,Corporate,Actual,6620,215,00:00.0
2011-11-29,Central Division,Corporate,Actual,6840,215,00:00.0
2012-03-30,Central Division,Corporate,Actual,6230,215,00:00.0
2012-04-30,Northwest Division,Corporate,Actual,6700,215,00:00.0
2012-05-30,Central Division,Corporate,Actual,8000,215,00:00.0
2012-07-31,Southeast Division,Corporate,Actual,6310,215,00:00.0
2012-12-28,Northeast Division,Corporate,Actual,6230,215,00:00.0
2013-05-30,Northeast Division,Corporate,Actual,6840,215,00:00.0
2013-10-29,Northeast Division,Corporate,Actual,6300,215,00:00.0
2013-11-29,Central Division,Corporate,Actual,6850,215,00:00.0
2010-12-29,Canadian Division,Corporate,Actual,6500,214.72,00:00.0
2013-02-28,Canadian Division,Corporate,Actual,6840,214.72,00:00.0
2012-01-29,France,Corporate,Actual,6820,214.59,00:00.0
2012-07-31,Germany,Corporate,Actual,6020,214.59,00:00.0
2012-07-31,Germany,Corporate,Actual,6040,214.59,00:00.0
2012-11-28,Germany,Corporate,Actual,6040,214.59,00:00.0
2013-01-28,France,Corporate,Actual,8010,214.59,00:00.0
2013-11-29,Germany,Corporate,Actual,6400,214.59,00:00.0
2010-12-29,Northeast Division,Corporate,Actual,8500,214,00:00.0
2011-05-01,Northeast Division,Corporate,Actual,6820,214,00:00.0
2011-05-31,Central Division,Corporate,Actual,8010,214,00:00.0
2011-07-01,Northwest Division,Corporate,Actual,8010,214,00:00.0
2011-08-01,Southwest Division,Corporate,Actual,6700,214,00:00.0
2011-09-29,Central Division,Corporate,Actual,6700,214,00:00.0
2011-11-29,Northeast Division,Corporate,Actual,6810,214,00:00.0
2011-11-29,Northwest Division,Corporate,Actual,6700,214,00:00.0
2011-11-29,Southeast Division,Corporate,Actual,6610,214,00:00.0
2011-12-29,Southwest Division,Corporate,Actual,6850,214,00:00.0
2012-02-29,Southeast Division,Corporate,Actual,6200,214,00:00.0
2012-04-30,Southwest Division,Corporate,Actual,6860,214,00:00.0
2012-05-30,Northeast Division,Corporate,Actual,6810,214,00:00.0
2012-06-30,Southeast Division,Corporate,Actual,6210,214,00:00.0
2012-08-28,Southeast Division,Corporate,Actual,6820,214,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,8010,214,00:00.0
2013-02-28,Southeast Division,Corporate,Actual,6220,214,00:00.0
2013-04-30,Southeast Division,Corporate,Actual,6310,214,00:00.0
2013-06-30,Northeast Division,Corporate,Actual,8010,214,00:00.0
2013-09-29,Southeast Division,Corporate,Actual,6400,214,00:00.0
2013-02-28,Australia,Corporate,Actual,8030,213.54,00:00.0
2013-08-29,Australia,Corporate,Actual,8010,213.54,00:00.0
2013-10-29,Australia,Corporate,Actual,6860,213.54,00:00.0
2013-11-29,Australia,Corporate,Actual,6840,213.54,00:00.0
2013-11-29,Australia,Corporate,Actual,8030,213.54,00:00.0
2012-02-29,France,Corporate,Actual,6500,213.53,00:00.0
2012-07-31,France,Corporate,Actual,8030,213.53,00:00.0
2012-08-28,France,Corporate,Actual,6500,213.53,00:00.0
2012-08-28,France,Corporate,Actual,6810,213.53,00:00.0
2012-09-28,France,Corporate,Actual,6810,213.53,00:00.0
2012-11-28,Germany,Corporate,Actual,1140,213.53,00:00.0
2012-12-28,France,Corporate,Actual,6810,213.53,00:00.0
2013-01-28,France,Corporate,Actual,6400,213.53,00:00.0
2013-02-28,France,Corporate,Actual,8030,213.53,00:00.0
2013-07-31,Germany,Corporate,Actual,6220,213.53,00:00.0
2013-11-29,Germany,Corporate,Actual,6230,213.53,00:00.0
2010-12-29,Canadian Division,Corporate,Actual,8030,213.21,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,8000,213.21,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,8500,213.21,00:00.0
2011-03-01,Canadian Division,Corporate,Actual,6400,213.21,00:00.0
2011-05-01,Canadian Division,Corporate,Actual,6500,213.21,00:00.0
2011-05-31,Canadian Division,Corporate,Actual,6220,213.21,00:00.0
2011-05-31,Canadian Division,Corporate,Actual,6860,213.21,00:00.0
2011-07-01,Canadian Division,Corporate,Actual,4140,213.21,00:00.0
2011-08-29,Canadian Division,Corporate,Actual,6220,213.21,00:00.0
2012-03-30,Canadian Division,Corporate,Actual,8030,213.21,00:00.0
2012-04-30,Canadian Division,Corporate,Actual,6220,213.21,00:00.0
2012-09-28,Canadian Division,Corporate,Actual,8500,213.21,00:00.0
2013-03-30,Canadian Division,Corporate,Actual,6840,213.21,00:00.0
2013-05-30,Canadian Division,Corporate,Actual,6850,213.21,00:00.0
2013-06-30,Canadian Division,Corporate,Actual,8000,213.21,00:00.0
2013-09-29,Canadian Division,Corporate,Actual,8500,213.21,00:00.0
2011-01-29,Southeast Division,Corporate,Actual,6210,213,00:00.0
2011-03-01,Southeast Division,Corporate,Actual,6400,213,00:00.0
2011-03-01,Southeast Division,Corporate,Actual,6610,213,00:00.0
2011-03-31,Northwest Division,Corporate,Actual,6850,213,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,6620,213,00:00.0
2011-05-01,Southeast Division,Corporate,Actual,6400,213,00:00.0
2011-05-01,Southwest Division,Corporate,Actual,8010,213,00:00.0
2011-07-01,Southeast Division,Corporate,Actual,6210,213,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,8000,213,00:00.0
2011-08-01,Southeast Division,Corporate,Actual,6400,213,00:00.0
2011-12-29,Northwest Division,Corporate,Actual,6700,213,00:00.0
2012-02-29,Southwest Division,Corporate,Actual,8000,213,00:00.0
2012-03-30,Central Division,Corporate,Actual,8000,213,00:00.0
2012-03-30,Northwest Division,Corporate,Actual,6400,213,00:00.0
2012-03-30,Southwest Division,Corporate,Actual,8010,213,00:00.0
2012-07-31,Southwest Division,Corporate,Actual,6700,213,00:00.0
2012-09-28,Southeast Division,Corporate,Actual,6210,213,00:00.0
2012-10-28,Southeast Division,Corporate,Actual,6200,213,00:00.0
2012-10-28,Southeast Division,Corporate,Actual,6610,213,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,6610,213,00:00.0
2012-12-28,Northeast Division,Corporate,Actual,6840,213,00:00.0
2013-02-28,Southwest Division,Corporate,Actual,6850,213,00:00.0
2013-03-30,Southeast Division,Corporate,Actual,8000,213,00:00.0
2013-08-29,Southeast Division,Corporate,Actual,8000,213,00:00.0
2012-01-29,Germany,Corporate,Actual,8010,212.47,00:00.0
2012-03-30,France,Corporate,Actual,8010,212.47,00:00.0
2012-03-30,Germany,Corporate,Actual,8010,212.47,00:00.0
2012-06-30,France,Corporate,Actual,6500,212.47,00:00.0
2012-10-28,Germany,Corporate,Actual,1140,212.47,00:00.0
2013-02-28,France,Corporate,Actual,6200,212.47,00:00.0
2013-02-28,France,Corporate,Actual,8030,212.47,00:00.0
2013-04-30,France,Corporate,Actual,6610,212.47,00:00.0
2013-05-30,France,Corporate,Actual,6500,212.47,00:00.0
2013-06-30,Germany,Corporate,Actual,8010,212.47,00:00.0
2013-07-31,France,Corporate,Actual,6220,212.47,00:00.0
2013-09-29,France,Corporate,Actual,8030,212.47,00:00.0
2011-05-01,Northwest Division,Corporate,Actual,6700,212,00:00.0
2011-08-29,Northeast Division,Corporate,Actual,9520,212,00:00.0
2011-09-29,Southwest Division,Corporate,Actual,6700,212,00:00.0
2011-12-29,Northeast Division,Corporate,Actual,8000,212,00:00.0
2012-05-30,Southwest Division,Corporate,Actual,6860,212,00:00.0
2012-09-28,Central Division,Corporate,Actual,6700,212,00:00.0
2013-01-28,Southwest Division,Corporate,Actual,6860,212,00:00.0
2013-03-30,Southeast Division,Corporate,Actual,6310,212,00:00.0
2013-04-30,Central Division,Corporate,Actual,6850,212,00:00.0
2013-05-30,Central Division,Corporate,Actual,6860,212,00:00.0
2013-08-29,Northeast Division,Corporate,Actual,6200,212,00:00.0
2013-08-29,Northeast Division,Corporate,Actual,6500,212,00:00.0
2013-10-29,Northeast Division,Corporate,Actual,8030,212,00:00.0
2013-10-29,Southeast Division,Corporate,Actual,6200,212,00:00.0
2013-11-29,Southeast Division,Corporate,Actual,6620,212,00:00.0
2012-12-28,Australia,Corporate,Actual,8010,211.78,00:00.0
2013-01-28,Australia,Corporate,Actual,6850,211.78,00:00.0
2013-03-30,Australia,Corporate,Actual,6230,211.78,00:00.0
2013-04-30,Australia,Corporate,Actual,6230,211.78,00:00.0
2013-08-29,Australia,Corporate,Actual,6230,211.78,00:00.0
2013-08-29,Australia,Corporate,Actual,6230,211.78,00:00.0
2013-09-29,Australia,Corporate,Actual,6230,211.78,00:00.0
2013-11-29,Australia,Corporate,Actual,6220,211.78,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,4140,211.69,00:00.0
2011-08-01,Canadian Division,Corporate,Actual,6210,211.69,00:00.0
2012-01-29,Canadian Division,Corporate,Actual,8010,211.69,00:00.0
2012-02-29,Canadian Division,Corporate,Actual,6850,211.69,00:00.0
2012-10-28,Canadian Division,Corporate,Actual,6850,211.69,00:00.0
2013-01-28,Canadian Division,Corporate,Actual,6840,211.69,00:00.0
2012-02-29,France,Corporate,Actual,6500,211.4,00:00.0
2012-04-30,Germany,Corporate,Actual,8010,211.4,00:00.0
2012-07-31,France,Corporate,Actual,6500,211.4,00:00.0
2012-07-31,France,Corporate,Actual,6500,211.4,00:00.0
2013-01-28,Germany,Corporate,Actual,6840,211.4,00:00.0
2013-03-30,France,Corporate,Actual,6210,211.4,00:00.0
2013-04-30,Germany,Corporate,Actual,6620,211.4,00:00.0
2013-07-31,Germany,Corporate,Actual,6620,211.4,00:00.0
2013-09-29,Germany,Corporate,Actual,6610,211.4,00:00.0
2013-11-29,Germany,Corporate,Actual,6840,211.4,00:00.0
2010-12-29,Southeast Division,Corporate,Actual,6220,211,00:00.0
2011-01-29,Central Division,Corporate,Actual,8000,211,00:00.0
2011-05-31,Southwest Division,Corporate,Actual,6860,211,00:00.0
2011-07-01,Southeast Division,Corporate,Actual,6400,211,00:00.0
2011-07-01,Southwest Division,Corporate,Actual,6860,211,00:00.0
2011-08-01,Southeast Division,Corporate,Actual,6610,211,00:00.0
2011-09-29,Southeast Division,Corporate,Actual,6810,211,00:00.0
2011-10-29,Southeast Division,Corporate,Actual,6200,211,00:00.0
2011-11-29,Southeast Division,Corporate,Actual,6210,211,00:00.0
2011-11-29,Southeast Division,Corporate,Actual,8010,211,00:00.0
2011-12-29,Southeast Division,Corporate,Actual,8010,211,00:00.0
2012-03-30,Northeast Division,Corporate,Actual,6840,211,00:00.0
2012-03-30,Southeast Division,Corporate,Actual,6810,211,00:00.0
2012-04-30,Northwest Division,Corporate,Actual,6220,211,00:00.0
2012-08-28,Central Division,Corporate,Actual,8010,211,00:00.0
2012-09-28,Northwest Division,Corporate,Actual,6840,211,00:00.0
2012-10-28,Central Division,Corporate,Actual,8000,211,00:00.0
2012-10-28,Southwest Division,Corporate,Actual,6850,211,00:00.0
2013-02-28,Central Division,Corporate,Actual,6860,211,00:00.0
2013-04-30,Central Division,Corporate,Actual,6860,211,00:00.0
2013-08-29,Northeast Division,Corporate,Actual,8030,211,00:00.0
2013-11-29,Northeast Division,Corporate,Actual,6840,211,00:00.0
2012-02-29,France,Corporate,Actual,6210,210.34,00:00.0
2013-04-30,Germany,Corporate,Actual,6810,210.34,00:00.0
2013-08-29,France,Corporate,Actual,6610,210.34,00:00.0
2013-08-29,France,Corporate,Actual,6610,210.34,00:00.0
2013-09-29,France,Corporate,Actual,6400,210.34,00:00.0
2013-11-29,France,Corporate,Actual,6230,210.34,00:00.0
2013-11-29,France,Corporate,Actual,6820,210.34,00:00.0
2013-11-29,France,Corporate,Actual,6820,210.34,00:00.0
2011-03-01,Canadian Division,Corporate,Actual,8010,210.18,00:00.0
2012-04-30,Canadian Division,Corporate,Actual,6840,210.18,00:00.0
2012-05-30,Canadian Division,Corporate,Actual,6230,210.18,00:00.0
2012-07-31,Canadian Division,Corporate,Actual,6700,210.18,00:00.0
2012-10-28,Canadian Division,Corporate,Actual,6700,210.18,00:00.0
2013-06-30,Canadian Division,Corporate,Actual,6840,210.18,00:00.0
2013-08-29,Canadian Division,Corporate,Actual,8000,210.18,00:00.0
2013-08-29,Australia,Corporate,Actual,6700,210.03,00:00.0
2013-11-29,Australia,Corporate,Actual,6850,210.03,00:00.0
