Date,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
29/07/2009,4,Wednesday,Miércoles,Mercredi,29,210,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
30/07/2009,5,Thursday,Jueves,Jeudi,30,211,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
31/07/2009,6,Friday,Viernes,Vendredi,31,212,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
01/08/2009,7,Saturday,Sábado,Samedi,1,213,31,August,Agosto,Août,8,3,2009,2,1,2010,1
02/08/2009,1,Sunday,Domingo,Dimanche,2,214,32,August,Agosto,Août,8,3,2009,2,1,2010,1
03/08/2009,2,Monday,Lunes,Lundi,3,215,32,August,Agosto,Août,8,3,2009,2,1,2010,1
04/08/2009,3,Tuesday,Martes,Mardi,4,216,32,August,Agosto,Août,8,3,2009,2,1,2010,1
05/08/2009,4,Wednesday,Miércoles,Mercredi,5,217,32,August,Agosto,Août,8,3,2009,2,1,2010,1
06/08/2009,5,Thursday,Jueves,Jeudi,6,218,32,August,Agosto,Août,8,3,2009,2,1,2010,1
07/08/2009,6,Friday,Viernes,Vendredi,7,219,32,August,Agosto,Août,8,3,2009,2,1,2010,1
08/08/2009,7,Saturday,Sábado,Samedi,8,220,32,August,Agosto,Août,8,3,2009,2,1,2010,1
09/08/2009,1,Sunday,Domingo,Dimanche,9,221,33,August,Agosto,Août,8,3,2009,2,1,2010,1
10/08/2009,2,Monday,Lunes,Lundi,10,222,33,August,Agosto,Août,8,3,2009,2,1,2010,1
11/08/2009,3,Tuesday,Martes,Mardi,11,223,33,August,Agosto,Août,8,3,2009,2,1,2010,1
12/08/2009,4,Wednesday,Miércoles,Mercredi,12,224,33,August,Agosto,Août,8,3,2009,2,1,2010,1
13/08/2009,5,Thursday,Jueves,Jeudi,13,225,33,August,Agosto,Août,8,3,2009,2,1,2010,1
14/08/2009,6,Friday,Viernes,Vendredi,14,226,33,August,Agosto,Août,8,3,2009,2,1,2010,1
15/08/2009,7,Saturday,Sábado,Samedi,15,227,33,August,Agosto,Août,8,3,2009,2,1,2010,1
16/08/2009,1,Sunday,Domingo,Dimanche,16,228,34,August,Agosto,Août,8,3,2009,2,1,2010,1
17/08/2009,2,Monday,Lunes,Lundi,17,229,34,August,Agosto,Août,8,3,2009,2,1,2010,1
18/08/2009,3,Tuesday,Martes,Mardi,18,230,34,August,Agosto,Août,8,3,2009,2,1,2010,1
19/08/2009,4,Wednesday,Miércoles,Mercredi,19,231,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20/08/2009,5,Thursday,Jueves,Jeudi,20,232,34,August,Agosto,Août,8,3,2009,2,1,2010,1
21/08/2009,6,Friday,Viernes,Vendredi,21,233,34,August,Agosto,Août,8,3,2009,2,1,2010,1
22/08/2009,7,Saturday,Sábado,Samedi,22,234,34,August,Agosto,Août,8,3,2009,2,1,2010,1
23/08/2009,1,Sunday,Domingo,Dimanche,23,235,35,August,Agosto,Août,8,3,2009,2,1,2010,1
24/08/2009,2,Monday,Lunes,Lundi,24,236,35,August,Agosto,Août,8,3,2009,2,1,2010,1
25/08/2009,3,Tuesday,Martes,Mardi,25,237,35,August,Agosto,Août,8,3,2009,2,1,2010,1
26/08/2009,4,Wednesday,Miércoles,Mercredi,26,238,35,August,Agosto,Août,8,3,2009,2,1,2010,1
27/08/2009,5,Thursday,Jueves,Jeudi,27,239,35,August,Agosto,Août,8,3,2009,2,1,2010,1
28/08/2009,6,Friday,Viernes,Vendredi,28,240,35,August,Agosto,Août,8,3,2009,2,1,2010,1
29/08/2009,7,Saturday,Sábado,Samedi,29,241,35,August,Agosto,Août,8,3,2009,2,1,2010,1
30/08/2009,1,Sunday,Domingo,Dimanche,30,242,36,August,Agosto,Août,8,3,2009,2,1,2010,1
31/08/2009,2,Monday,Lunes,Lundi,31,243,36,August,Agosto,Août,8,3,2009,2,1,2010,1
01/09/2009,3,Tuesday,Martes,Mardi,1,244,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
02/09/2009,4,Wednesday,Miércoles,Mercredi,2,245,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
03/09/2009,5,Thursday,Jueves,Jeudi,3,246,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
04/09/2009,6,Friday,Viernes,Vendredi,4,247,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
05/09/2009,7,Saturday,Sábado,Samedi,5,248,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
06/09/2009,1,Sunday,Domingo,Dimanche,6,249,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
07/09/2009,2,Monday,Lunes,Lundi,7,250,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
08/09/2009,3,Tuesday,Martes,Mardi,8,251,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
09/09/2009,4,Wednesday,Miércoles,Mercredi,9,252,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
10/09/2009,5,Thursday,Jueves,Jeudi,10,253,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
11/09/2009,6,Friday,Viernes,Vendredi,11,254,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
12/09/2009,7,Saturday,Sábado,Samedi,12,255,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
13/09/2009,1,Sunday,Domingo,Dimanche,13,256,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
14/09/2009,2,Monday,Lunes,Lundi,14,257,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
15/09/2009,3,Tuesday,Martes,Mardi,15,258,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
16/09/2009,4,Wednesday,Miércoles,Mercredi,16,259,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
17/09/2009,5,Thursday,Jueves,Jeudi,17,260,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
18/09/2009,6,Friday,Viernes,Vendredi,18,261,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
19/09/2009,7,Saturday,Sábado,Samedi,19,262,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20/09/2009,1,Sunday,Domingo,Dimanche,20,263,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
21/09/2009,2,Monday,Lunes,Lundi,21,264,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
22/09/2009,3,Tuesday,Martes,Mardi,22,265,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
23/09/2009,4,Wednesday,Miércoles,Mercredi,23,266,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
24/09/2009,5,Thursday,Jueves,Jeudi,24,267,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
25/09/2009,6,Friday,Viernes,Vendredi,25,268,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
26/09/2009,7,Saturday,Sábado,Samedi,26,269,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
27/09/2009,1,Sunday,Domingo,Dimanche,27,270,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
28/09/2009,2,Monday,Lunes,Lundi,28,271,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
29/09/2009,3,Tuesday,Martes,Mardi,29,272,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
30/09/2009,4,Wednesday,Miércoles,Mercredi,30,273,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
01/10/2009,5,Thursday,Jueves,Jeudi,1,274,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
02/10/2009,6,Friday,Viernes,Vendredi,2,275,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
03/10/2009,7,Saturday,Sábado,Samedi,3,276,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
04/10/2009,1,Sunday,Domingo,Dimanche,4,277,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
05/10/2009,2,Monday,Lunes,Lundi,5,278,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
06/10/2009,3,Tuesday,Martes,Mardi,6,279,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
07/10/2009,4,Wednesday,Miércoles,Mercredi,7,280,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
08/10/2009,5,Thursday,Jueves,Jeudi,8,281,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
09/10/2009,6,Friday,Viernes,Vendredi,9,282,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
10/10/2009,7,Saturday,Sábado,Samedi,10,283,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
11/10/2009,1,Sunday,Domingo,Dimanche,11,284,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
12/10/2009,2,Monday,Lunes,Lundi,12,285,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
13/10/2009,3,Tuesday,Martes,Mardi,13,286,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
14/10/2009,4,Wednesday,Miércoles,Mercredi,14,287,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
15/10/2009,5,Thursday,Jueves,Jeudi,15,288,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
16/10/2009,6,Friday,Viernes,Vendredi,16,289,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
17/10/2009,7,Saturday,Sábado,Samedi,17,290,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
18/10/2009,1,Sunday,Domingo,Dimanche,18,291,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
19/10/2009,2,Monday,Lunes,Lundi,19,292,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20/10/2009,3,Tuesday,Martes,Mardi,20,293,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
21/10/2009,4,Wednesday,Miércoles,Mercredi,21,294,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
22/10/2009,5,Thursday,Jueves,Jeudi,22,295,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
23/10/2009,6,Friday,Viernes,Vendredi,23,296,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
24/10/2009,7,Saturday,Sábado,Samedi,24,297,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
25/10/2009,1,Sunday,Domingo,Dimanche,25,298,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
26/10/2009,2,Monday,Lunes,Lundi,26,299,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
27/10/2009,3,Tuesday,Martes,Mardi,27,300,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
28/10/2009,4,Wednesday,Miércoles,Mercredi,28,301,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
29/10/2009,5,Thursday,Jueves,Jeudi,29,302,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
30/10/2009,6,Friday,Viernes,Vendredi,30,303,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
31/10/2009,7,Saturday,Sábado,Samedi,31,304,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
01/11/2009,1,Sunday,Domingo,Dimanche,1,305,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
02/11/2009,2,Monday,Lunes,Lundi,2,306,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
03/11/2009,3,Tuesday,Martes,Mardi,3,307,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
04/11/2009,4,Wednesday,Miércoles,Mercredi,4,308,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
05/11/2009,5,Thursday,Jueves,Jeudi,5,309,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
06/11/2009,6,Friday,Viernes,Vendredi,6,310,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
07/11/2009,7,Saturday,Sábado,Samedi,7,311,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
08/11/2009,1,Sunday,Domingo,Dimanche,8,312,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
09/11/2009,2,Monday,Lunes,Lundi,9,313,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
10/11/2009,3,Tuesday,Martes,Mardi,10,314,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
11/11/2009,4,Wednesday,Miércoles,Mercredi,11,315,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
12/11/2009,5,Thursday,Jueves,Jeudi,12,316,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
13/11/2009,6,Friday,Viernes,Vendredi,13,317,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
14/11/2009,7,Saturday,Sábado,Samedi,14,318,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
15/11/2009,1,Sunday,Domingo,Dimanche,15,319,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
16/11/2009,2,Monday,Lunes,Lundi,16,320,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
17/11/2009,3,Tuesday,Martes,Mardi,17,321,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
18/11/2009,4,Wednesday,Miércoles,Mercredi,18,322,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
19/11/2009,5,Thursday,Jueves,Jeudi,19,323,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20/11/2009,6,Friday,Viernes,Vendredi,20,324,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
21/11/2009,7,Saturday,Sábado,Samedi,21,325,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
22/11/2009,1,Sunday,Domingo,Dimanche,22,326,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
23/11/2009,2,Monday,Lunes,Lundi,23,327,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
24/11/2009,3,Tuesday,Martes,Mardi,24,328,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
25/11/2009,4,Wednesday,Miércoles,Mercredi,25,329,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
26/11/2009,5,Thursday,Jueves,Jeudi,26,330,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
27/11/2009,6,Friday,Viernes,Vendredi,27,331,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
28/11/2009,7,Saturday,Sábado,Samedi,28,332,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
29/11/2009,1,Sunday,Domingo,Dimanche,29,333,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
30/11/2009,2,Monday,Lunes,Lundi,30,334,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
01/12/2009,3,Tuesday,Martes,Mardi,1,335,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
02/12/2009,4,Wednesday,Miércoles,Mercredi,2,336,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
03/12/2009,5,Thursday,Jueves,Jeudi,3,337,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
04/12/2009,6,Friday,Viernes,Vendredi,4,338,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
05/12/2009,7,Saturday,Sábado,Samedi,5,339,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
06/12/2009,1,Sunday,Domingo,Dimanche,6,340,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
07/12/2009,2,Monday,Lunes,Lundi,7,341,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
08/12/2009,3,Tuesday,Martes,Mardi,8,342,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
09/12/2009,4,Wednesday,Miércoles,Mercredi,9,343,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
10/12/2009,5,Thursday,Jueves,Jeudi,10,344,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
11/12/2009,6,Friday,Viernes,Vendredi,11,345,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
12/12/2009,7,Saturday,Sábado,Samedi,12,346,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
13/12/2009,1,Sunday,Domingo,Dimanche,13,347,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
14/12/2009,2,Monday,Lunes,Lundi,14,348,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
15/12/2009,3,Tuesday,Martes,Mardi,15,349,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
16/12/2009,4,Wednesday,Miércoles,Mercredi,16,350,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
17/12/2009,5,Thursday,Jueves,Jeudi,17,351,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
18/12/2009,6,Friday,Viernes,Vendredi,18,352,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
19/12/2009,7,Saturday,Sábado,Samedi,19,353,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20/12/2009,1,Sunday,Domingo,Dimanche,20,354,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
21/12/2009,2,Monday,Lunes,Lundi,21,355,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
22/12/2009,3,Tuesday,Martes,Mardi,22,356,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
23/12/2009,4,Wednesday,Miércoles,Mercredi,23,357,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
24/12/2009,5,Thursday,Jueves,Jeudi,24,358,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
25/12/2009,6,Friday,Viernes,Vendredi,25,359,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
26/12/2009,7,Saturday,Sábado,Samedi,26,360,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
27/12/2009,1,Sunday,Domingo,Dimanche,27,361,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
28/12/2009,2,Monday,Lunes,Lundi,28,362,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
29/12/2009,3,Tuesday,Martes,Mardi,29,363,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
30/12/2009,4,Wednesday,Miércoles,Mercredi,30,364,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
31/12/2009,5,Thursday,Jueves,Jeudi,31,365,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
01/01/2010,6,Friday,Viernes,Vendredi,1,1,1,January,Enero,Janvier,1,1,2010,1,3,2010,2
02/01/2010,7,Saturday,Sábado,Samedi,2,2,1,January,Enero,Janvier,1,1,2010,1,3,2010,2
03/01/2010,1,Sunday,Domingo,Dimanche,3,3,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
04/01/2010,2,Monday,Lunes,Lundi,4,4,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
05/01/2010,3,Tuesday,Martes,Mardi,5,5,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
06/01/2010,4,Wednesday,Miércoles,Mercredi,6,6,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
07/01/2010,5,Thursday,Jueves,Jeudi,7,7,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
08/01/2010,6,Friday,Viernes,Vendredi,8,8,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
09/01/2010,7,Saturday,Sábado,Samedi,9,9,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
10/01/2010,1,Sunday,Domingo,Dimanche,10,10,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
11/01/2010,2,Monday,Lunes,Lundi,11,11,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
12/01/2010,3,Tuesday,Martes,Mardi,12,12,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
13/01/2010,4,Wednesday,Miércoles,Mercredi,13,13,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
14/01/2010,5,Thursday,Jueves,Jeudi,14,14,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
15/01/2010,6,Friday,Viernes,Vendredi,15,15,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
16/01/2010,7,Saturday,Sábado,Samedi,16,16,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
17/01/2010,1,Sunday,Domingo,Dimanche,17,17,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
18/01/2010,2,Monday,Lunes,Lundi,18,18,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
19/01/2010,3,Tuesday,Martes,Mardi,19,19,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20/01/2010,4,Wednesday,Miércoles,Mercredi,20,20,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
21/01/2010,5,Thursday,Jueves,Jeudi,21,21,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
22/01/2010,6,Friday,Viernes,Vendredi,22,22,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
23/01/2010,7,Saturday,Sábado,Samedi,23,23,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
24/01/2010,1,Sunday,Domingo,Dimanche,24,24,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
25/01/2010,2,Monday,Lunes,Lundi,25,25,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
26/01/2010,3,Tuesday,Martes,Mardi,26,26,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
27/01/2010,4,Wednesday,Miércoles,Mercredi,27,27,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
28/01/2010,5,Thursday,Jueves,Jeudi,28,28,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
29/01/2010,6,Friday,Viernes,Vendredi,29,29,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
30/01/2010,7,Saturday,Sábado,Samedi,30,30,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
31/01/2010,1,Sunday,Domingo,Dimanche,31,31,6,January,Enero,Janvier,1,1,2010,1,3,2010,2
01/02/2010,2,Monday,Lunes,Lundi,1,32,6,February,Febrero,Février,2,1,2010,1,3,2010,2
02/02/2010,3,Tuesday,Martes,Mardi,2,33,6,February,Febrero,Février,2,1,2010,1,3,2010,2
03/02/2010,4,Wednesday,Miércoles,Mercredi,3,34,6,February,Febrero,Février,2,1,2010,1,3,2010,2
04/02/2010,5,Thursday,Jueves,Jeudi,4,35,6,February,Febrero,Février,2,1,2010,1,3,2010,2
05/02/2010,6,Friday,Viernes,Vendredi,5,36,6,February,Febrero,Février,2,1,2010,1,3,2010,2
06/02/2010,7,Saturday,Sábado,Samedi,6,37,6,February,Febrero,Février,2,1,2010,1,3,2010,2
07/02/2010,1,Sunday,Domingo,Dimanche,7,38,7,February,Febrero,Février,2,1,2010,1,3,2010,2
08/02/2010,2,Monday,Lunes,Lundi,8,39,7,February,Febrero,Février,2,1,2010,1,3,2010,2
09/02/2010,3,Tuesday,Martes,Mardi,9,40,7,February,Febrero,Février,2,1,2010,1,3,2010,2
10/02/2010,4,Wednesday,Miércoles,Mercredi,10,41,7,February,Febrero,Février,2,1,2010,1,3,2010,2
11/02/2010,5,Thursday,Jueves,Jeudi,11,42,7,February,Febrero,Février,2,1,2010,1,3,2010,2
12/02/2010,6,Friday,Viernes,Vendredi,12,43,7,February,Febrero,Février,2,1,2010,1,3,2010,2
13/02/2010,7,Saturday,Sábado,Samedi,13,44,7,February,Febrero,Février,2,1,2010,1,3,2010,2
14/02/2010,1,Sunday,Domingo,Dimanche,14,45,8,February,Febrero,Février,2,1,2010,1,3,2010,2
15/02/2010,2,Monday,Lunes,Lundi,15,46,8,February,Febrero,Février,2,1,2010,1,3,2010,2
16/02/2010,3,Tuesday,Martes,Mardi,16,47,8,February,Febrero,Février,2,1,2010,1,3,2010,2
17/02/2010,4,Wednesday,Miércoles,Mercredi,17,48,8,February,Febrero,Février,2,1,2010,1,3,2010,2
18/02/2010,5,Thursday,Jueves,Jeudi,18,49,8,February,Febrero,Février,2,1,2010,1,3,2010,2
19/02/2010,6,Friday,Viernes,Vendredi,19,50,8,February,Febrero,Février,2,1,2010,1,3,2010,2
20/02/2010,7,Saturday,Sábado,Samedi,20,51,8,February,Febrero,Février,2,1,2010,1,3,2010,2
21/02/2010,1,Sunday,Domingo,Dimanche,21,52,9,February,Febrero,Février,2,1,2010,1,3,2010,2
22/02/2010,2,Monday,Lunes,Lundi,22,53,9,February,Febrero,Février,2,1,2010,1,3,2010,2
23/02/2010,3,Tuesday,Martes,Mardi,23,54,9,February,Febrero,Février,2,1,2010,1,3,2010,2
24/02/2010,4,Wednesday,Miércoles,Mercredi,24,55,9,February,Febrero,Février,2,1,2010,1,3,2010,2
25/02/2010,5,Thursday,Jueves,Jeudi,25,56,9,February,Febrero,Février,2,1,2010,1,3,2010,2
26/02/2010,6,Friday,Viernes,Vendredi,26,57,9,February,Febrero,Février,2,1,2010,1,3,2010,2
27/02/2010,7,Saturday,Sábado,Samedi,27,58,9,February,Febrero,Février,2,1,2010,1,3,2010,2
28/02/2010,1,Sunday,Domingo,Dimanche,28,59,10,February,Febrero,Février,2,1,2010,1,3,2010,2
01/03/2010,2,Monday,Lunes,Lundi,1,60,10,March,Marzo,Mars,3,1,2010,1,3,2010,2
02/03/2010,3,Tuesday,Martes,Mardi,2,61,10,March,Marzo,Mars,3,1,2010,1,3,2010,2
03/03/2010,4,Wednesday,Miércoles,Mercredi,3,62,10,March,Marzo,Mars,3,1,2010,1,3,2010,2
04/03/2010,5,Thursday,Jueves,Jeudi,4,63,10,March,Marzo,Mars,3,1,2010,1,3,2010,2
05/03/2010,6,Friday,Viernes,Vendredi,5,64,10,March,Marzo,Mars,3,1,2010,1,3,2010,2
06/03/2010,7,Saturday,Sábado,Samedi,6,65,10,March,Marzo,Mars,3,1,2010,1,3,2010,2
07/03/2010,1,Sunday,Domingo,Dimanche,7,66,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
08/03/2010,2,Monday,Lunes,Lundi,8,67,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
09/03/2010,3,Tuesday,Martes,Mardi,9,68,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
10/03/2010,4,Wednesday,Miércoles,Mercredi,10,69,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
11/03/2010,5,Thursday,Jueves,Jeudi,11,70,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
12/03/2010,6,Friday,Viernes,Vendredi,12,71,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
13/03/2010,7,Saturday,Sábado,Samedi,13,72,11,March,Marzo,Mars,3,1,2010,1,3,2010,2
14/03/2010,1,Sunday,Domingo,Dimanche,14,73,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
15/03/2010,2,Monday,Lunes,Lundi,15,74,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
16/03/2010,3,Tuesday,Martes,Mardi,16,75,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
17/03/2010,4,Wednesday,Miércoles,Mercredi,17,76,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
18/03/2010,5,Thursday,Jueves,Jeudi,18,77,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
19/03/2010,6,Friday,Viernes,Vendredi,19,78,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
20/03/2010,7,Saturday,Sábado,Samedi,20,79,12,March,Marzo,Mars,3,1,2010,1,3,2010,2
21/03/2010,1,Sunday,Domingo,Dimanche,21,80,13,March,Marzo,Mars,3,1,2010,1,3,2010,2
22/03/2010,2,Monday,Lunes,Lundi,22,81,13,March,Marzo,Mars,3,1,2010,1,3,2010,2
